nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_nao_clt,salario_medio
Itupeva,,Auditor (Contadores E Afins),3,9097
Itapetininga,,Tecnólogo Em Logística De Transporte,3,1342.66
Itapetininga,,Economista Agroindustrial,3,3327.67
Itupeva,,Técnico De Garantia Da Qualidade,3,2840.2
Araçariguama,,Nutricionista,3,5503.63
Itapeva,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",3,3736.47
Porto Feliz,,Eletricista De Instalações,3,2056.34
Itu,,Motorista De Ônibus Rodoviário,3,1945.58
Araçoiaba da Serra,,"Recepcionista, Em Geral",3,456.85
Americana,,Tratorista Agrícola,3,2057.44
Itapetininga,,Diretor Administrativo,3,5668.43
Boituva,,Fisioterapeuta Geral,3,4860.28
Cerquilho,,Médico Clínico,3,9614.1
Porto Feliz,,Administrador,3,1250.09
Charqueada,,Advogado,3,5346.27
Itupeva,,Auxiliar De Contabilidade,3,3241.15
Itu,,Secretária Trilíngüe,3,5188.97
Araçariguama,,Montador De Estruturas Metálicas,3,1269.75
Cerquilho,,Técnico Em Patologia Clínica,3,5454.87
Charqueada,,Psicólogo Clínico,3,2823.55
Cerquilho,,Eletricista De Manutenção Eletroeletrônica,3,3941.58
Cabreúva,,Operador Eletromecânico,3,4264.75
Cerquilho,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",3,2713.51
Cabreúva,,Contador,3,4833.67
Cabreúva,,Tecnólogo Em Logística De Transporte,3,2206.71
Americana,,Publicitário,3,1245.79
Americana,,Supervisor De Vendas Comercial,3,3219.38
Itapeva,,Secretário  Bilíngüe,3,8015.32
Itapetininga,,Supervisor Administrativo,3,7908.3
Americana,,Tratador De Animais,3,2869.66
Americana,,Contador,3,2622.41
Araçariguama,,Auxiliar De Desenvolvimento Infantil,3,3825.9
Cerquilho,,Fiscal De Atividades Urbanas,3,4267.54
Cerquilho,,Sepultador,3,1402.91
Boituva,,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),3,2949.25
Araçoiaba da Serra,,Fisioterapeuta Geral,3,3285.9
Itupeva,,Técnico Em Laboratório De Farmácia,3,4664.15
Itu,,Agente De Trânsito,3,2684.77
Americana,,Carregador (Armazém),3,1328.61
Cerquilho,,Motofretista,3,1128.21
Araçatuba,,Técnico Em Nutrição E Dietética,3,4558.81
Cabreúva,,Ajustador Mecânico (Usinagem Em Bancada E Em Máquinas-Ferramentas),3,1273.28
Cerquilho,,Cartazeiro,3,1463.17
Araçoiaba da Serra,,Farmacêutico,3,3963.03
Araçoiaba da Serra,,Técnico Em Segurança Do Trabalho,3,2350.92
Americana,,Engenheiro Civil,3,7472.85
Araçoiaba da Serra,,Motorista De Caminhão (Rotas Regionais E Internacionais),3,1816.14
Ibiúna,,Frentista,3,1512.16
Itupeva,,Técnico Em Eletromecânica,2,0
Itapeva,,Jardineiro,2,2621.23
Itupeva,,Arquiteto De Edificações,2,7642.98
Itu,,Operador De Máquina Misturadeira (Tratamentos Químicos E Afins),2,1813.56
Porto Feliz,,Gerente De Produção E Operações,2,22185.24
Itu,,Técnico De Controle De Meio Ambiente,2,3740.47
Porto Feliz,,Gerente Administrativo,2,1690
Itupeva,,Técnico Em Agrimensura,2,4878.38
Itu,,Agente Funerário,2,3990.23
Porto Feliz,,Açougueiro,2,856.51
Itu,,Técnico Em Gravação De Áudio,2,4808.97
Itu,,Motofretista,2,1886.6
Itu,,Calceteiro,2,2887.97
Porto Feliz,,Borracheiro,2,2024.98
Itu,,Técnico De Enfermagem Do Trabalho,2,3893.08
Porto Feliz,,"Operador De Calandra (Química, Petroquímica E Afins)",2,2192.46
Itu,,Auxiliar De Judiciário,2,4795.61
Itu,,,2,1307.09
Itupeva,,Operador De Máquinas De Construção Civil E Mineração,2,2997.33
Itupeva,,Operador De Centro De Usinagem Com Comando Numérico,2,3727.99
Itu,,Tecnólogo Em Construção Civil,2,2610
Itupeva,,Auxiliar De Pessoal,2,1471.09
Itupeva,,Desenhista Projetista Mecânico,2,2291.8
Americana,,Gerente De Vendas,2,9000
Itu,,Mestre (Construção Civil),2,1484.32
Americana,,Médico Em Radiologia E Diagnóstico Por Imagem,2,10873.93
Americana,,Auxiliar De Corte (Preparação Da Confecção De Roupas),2,1003.66
Itupeva,,Servente De Obras,2,1828.47
Itupeva,,Operador De Torno Automático (Usinagem De Madeira),2,2915.61
Itu,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",2,2500.99
Itu,,Apontador De Mão-De-Obra,2,2067.43
Itu,,Leiturista,2,1587.09
Itu,,Topógrafo,2,3153.27
Itu,,Coletor De Lixo Domiciliar,2,1783.18
Itupeva,,Trabalhador Agropecuário Em Geral,2,1455
Americana,,Operador De Computador,2,1040.57
Americana,,Ferramenteiro,2,2462.05
Itupeva,,,2,1313.5
Itu,,Operador De Ceifadeira Na Conservação De Vias Permanentes,2,729.23
Itu,,Auxiliar De Pessoal,2,1569.09
Itu,,Comerciante Varejista,2,1600
Itupeva,,"Embalador, A Mão",2,904.49
Americana,,Supervisor De Produção Da Indústria Alimentícia,2,1572.41
Itu,,Médico Ginecologista E Obstetra,2,6445.39
Itupeva,,Montador De Máquinas,2,2754.86
Americana,,Operador De Espuladeira,2,1468.5
Itu,,Magarefe,2,1887
Itupeva,,Tecnólogo Em Gestão Da Tecnologia Da Informação,2,5457.69
Araçariguama,,Mecânico Montador De Turboalimentadores,2,1137.5
Itu,,Ajustador Mecânico (Usinagem Em Bancada E Em Máquinas-Ferramentas),2,755.3
Itu,,Fotógrafo,2,5651.43
Itu,,Técnico Eletricista,2,580.54
Itu,,Supervisor De Carga E Descarga,2,2013.06
Itu,,Fiscal De Loja,2,1008.51
Itu,,Apontador De Produção,2,1512.58
Araçariguama,,Vigia,2,1654.38
Americana,,Auxiliar De Desenvolvimento Infantil,2,1342.21
Americana,,,2,1992.07
Itu,,Médico Cardiologista,2,11305.2
Itupeva,,Médico Endocrinologista E Metabologista,2,10903.59
Itu,,Médico Otorrinolaringologista,2,6006.7
Americana,,Diretor De Mídia (Publicidade),2,3962.37
Cerquilho,,Diretor De Operações De Obras Pública E Civil,2,4690.81
Americana,,Alvejador (Tecidos),2,1882.26
Dourado,,Diretor Financeiro,2,4566.2
Porto Feliz,,Controlador De Entrada E Saída,2,8193.03
Cerquilho,,Engenheiro Civil (Rodovias),2,3910.97
Cerquilho,,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,2,2853.48
Cerquilho,,Agente De Saúde Pública,2,2332.16
Itupeva,,Tecnólogo Em Telecomunicações,2,1582.27
Itupeva,,Ferramenteiro,2,0
Charqueada,,Auxiliar De Serviços Jurídicos,2,3114.27
Americana,,Motorista De Furgão Ou Veículo Similar,2,2732.04
Itu,,Supervisor De Vendas Comercial,2,9459.42
Americana,,Condutor Maquinista Motorista Fluvial,2,3273.48
Dourado,,Controlador De Serviços De Máquinas E Veículos,2,2616.36
Porto Feliz,,Forneiro De Fundição (Forno De Redução),2,1798.82
Itu,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),2,9149.02
Dourado,,Almoxarife,2,1917.11
Itu,,Garçom,2,826.37
Cerquilho,,Professor De Biologia No Ensino Médio,2,1566.86
Cerquilho,,Auxiliar De Farmácia De Manipulação,2,1434.98
Araçariguama,,Médico Pediatra,2,4839.85
Piedade,,Médico Psiquiatra,2,10946.3
Porto Feliz,,Armazenista,2,1666.21
Pindamonhangaba,,Engenheiro Metalurgista,2,4933.33
Pindamonhangaba,,Analista De Recursos Humanos,2,4787.74
Dourado,,Secretário - Executivo,2,4852.16
Pindamonhangaba,,Biomédico,2,2873.19
Piedade,,Técnico Em Secretariado,2,2065.61
Pindamonhangaba,,Auxiliar De Faturamento,2,1806.42
Pindamonhangaba,,Montador De Máquinas,2,2426.55
Pindamonhangaba,,Operador De Máquinas-Ferramenta Convencionais,2,2106.09
Porto Feliz,,Desenhista Projetista Mecânico,2,3869.84
Pindamonhangaba,,Técnico De Garantia Da Qualidade,2,2603.52
Piedade,,Cozinheiro Geral,2,1375.28
Dourado,,Advogado,2,7181.11
Pindamonhangaba,,Vigia,2,1525.49
Pindamonhangaba,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,1313.14
Piedade,,Atendente De Farmácia - Balconista,2,1224.55
Cerquilho,,Engenheiro Agrônomo,2,3710.6
Piedade,,Trabalhador Agropecuário Em Geral,2,1760.7
Pindamonhangaba,,Atendente De Farmácia - Balconista,2,1372.28
Itapetininga,,Gerente Administrativo,2,8879.02
Ibiúna,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,1189.31
Itapetininga,,Cuidador Em Saúde,2,1279.2
Porto Feliz,,Engenheiro Civil,2,2769.44
Porto Feliz,,Operador De Máquina De Abrir Valas,2,5053.15
Araçoiaba da Serra,,Médico Ginecologista E Obstetra,2,6532.57
Araçoiaba da Serra,,Técnico De Contabilidade,2,6286.03
Araçoiaba da Serra,,Contador,2,4769
Dourado,,Diretor De Serviços De Saúde,2,3773.69
Araçoiaba da Serra,,Médico Veterinário,2,4955.34
Americana,,Moldador De Plástico Por Compressão,2,1154.33
Itapetininga,,Professor De Disciplinas Pedagógicas No Ensino Médio,2,1473.66
Itapeva,,Operador De Trator Florestal,2,2695.91
Araçatuba,,Técnico De Imobilização Ortopédica,2,2814.08
Itapeva,,Funileiro Industrial,2,3110.22
Araçatuba,,Documentalista,2,2832.55
Cerquilho,,Forneiro De Fundição (Forno De Redução),2,2010.35
Araçatuba,,Professor De Nível Médio No Ensino Fundamental,2,2135.93
Araçoiaba da Serra,,Sepultador,2,2144.3
Araçatuba,,Ajustador Mecânico,2,1814.47
Itapetininga,,Técnico De Vendas,2,2686.71
Itapeva,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,824.55
Ibiúna,,Tradutor,2,3046.44
Cerquilho,,Metrologista,2,2772.3
Americana,,Técnico De Manutenção Elétrica,2,3178.47
Itapeva,,"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)",2,2847.3
Americana,,Confeiteiro,2,1192.49
Itapetininga,,Gerente De Comunicação,2,3318.25
Dourado,,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,2,2131.82
Cerquilho,,Recepcionista De Consultório Médico Ou Dentário,2,1466.79
Cerquilho,,Professor De Física No Ensino Médio,2,1552.12
Itapeva,,Analista De Recursos Humanos,2,6148.51
Cerquilho,,Pintor De Estruturas Metálicas,2,1633.26
Cerquilho,,Inspetor De Qualidade,2,1567.16
Araçatuba,,Técnico Agrícola,2,1783.7
Araçatuba,,Técnico De Laboratório Industrial,2,2084.63
Araçatuba,,Auxiliar De Manutenção Predial,2,1102.69
Ibiúna,,Psicopedagogo,2,3880.55
Itapetininga,,Professor De Língua Estrangeira Moderna Do Ensino Fundamental,2,3253.37
Americana,,Inspetor De Alunos De Escola Privada,2,1103.78
Ibiúna,,Médico Psiquiatra,2,9401.17
Pindamonhangaba,,Economista Industrial,2,4373.33
Araçatuba,,Eletrotécnico,2,542.66
Piedade,,Nutricionista,2,4395.06
Piedade,,Professor De Terapia Ocupacional,2,4548.02
Cabreúva,,Técnico De Garantia Da Qualidade,2,2875.09
Americana,,Operador De Acabamento (Indústria Gráfica),2,1494.75
Piedade,,Administrador,2,1857.13
Araçatuba,,Consultor Jurídico,2,31805.32
Cabreúva,,Agente De Portaria,2,1663.18
Cabreúva,,Motorista De Carro De Passeio,2,2041.16
Pindamonhangaba,,,2,1943.75
Araçoiaba da Serra,,Arquivista De Documentos,2,550
Macatuba,,Fisioterapeuta Geral,2,5068.5
Macatuba,,Contador,2,6485.95
Pindamonhangaba,,Pedreiro (Material Refratário),2,2323.36
Americana,,Operador De Sistemas De Prova (Analógico E Digital),2,2132.09
Macatuba,,Eletricista De Manutenção Eletroeletrônica,2,2479.86
Americana,,Operador De Telemarketing Receptivo,2,1330.93
Macatuba,,Almoxarife,2,3453.49
Macatuba,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",2,3286.9
Macatuba,,Técnico Em Segurança Do Trabalho,2,2771.32
Macatuba,,"Recepcionista, Em Geral",2,2076.04
Pindamonhangaba,,Operador De Ponte Rolante,2,3317.16
Araçariguama,,Limpador De Vidros,2,1373.72
Boituva,,Auxiliar De Farmácia De Manipulação,2,3521.74
Araçariguama,,Auxiliar Em Saúde Bucal,2,1567.03
Boituva,,Arquiteto De Edificações,2,7386.67
Macatuba,,Açougueiro,2,1353.78
Boituva,,"Mecânico De Manutenção De Máquinas, Em Geral",2,1238.59
Araçatuba,,Secretária(O) Executiva(O),2,2498.22
Araçatuba,,Preparador Físico,2,848.3
Araçatuba,,Contador,2,7083.48
Araçatuba,,Jornaleiro (Em Banca De Jornal),2,803.17
Cabreúva,,Nutricionista,2,7040.42
Cabreúva,,Ferramenteiro,2,3773.37
Pindamonhangaba,,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",2,2762.68
Araçatuba,,Varredor De Rua,2,1669.33
Cabreúva,,Controlador De Entrada E Saída,2,355.09
Araçariguama,,Técnico De Imobilização Ortopédica,2,2127.23
Itapeva,,Professor De Disciplinas Pedagógicas No Ensino Médio,2,0
Pindamonhangaba,,Supervisor De Produção Da Indústria Alimentícia,2,1827.31
Itapetininga,,Professor De Ciências Exatas E Naturais Do Ensino Fundamental,2,2419.97
Ibiúna,,Chefe De Cozinha,2,3844.32
Araçoiaba da Serra,,Professor De Alunos Com Deficiência Auditiva E Surdos,2,1677.18
Araçatuba,,Cartazeiro,2,2549.63
Araçoiaba da Serra,,Comprador,2,3515.3
Araçariguama,,Soldador,2,2999.33
Ibiúna,,Gerente De Vendas,2,3064.99
Araçatuba,,Zelador De Edifício,2,2550.57
Araçoiaba da Serra,,Topógrafo,2,2441.56
Araçatuba,,Tratorista Agrícola,2,3570.72
Ibiúna,,Coordenador Pedagógico,2,2049.72
Araçoiaba da Serra,,Terapeuta Ocupacional,2,3840.49
Itapeva,,Fonoaudiólogo Geral,2,1527.69
Araçatuba,,Biotecnologista,2,7866.2
Pindamonhangaba,,Trabalhador Da Manutenção De Edificações,2,1593.95
Itapetininga,,Promotor De Vendas,2,1384.28
Itapetininga,,Operador De Filatório,2,1132.29
Pindamonhangaba,,Auxiliar De Manutenção Predial,2,901.09
Pindamonhangaba,,Atendente De Lanchonete,2,1085.47
Pindamonhangaba,,Auxiliar De Pessoal,2,1514.5
Pindamonhangaba,,Técnico De Enfermagem,2,1094.88
Americana,,Auxiliar De Enfermagem,2,3225.31
Piedade,,Trabalhador Da Manutenção De Edificações,2,1616.13
Pindamonhangaba,,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,2,2581.6
Americana,,Forneiro E Operador (Forno Elétrico),2,3173.76
Itapetininga,,Magarefe,2,746.6
Pindamonhangaba,,Auxiliar De Contabilidade,2,1305.83
Araçariguama,,Diretor De Operações De Obras Pública E Civil,2,3947.88
Itapetininga,,Estoquista,2,895.75
Piedade,,Pintor De Obras,2,1670.66
Araçariguama,,Diretor De Pesquisa E Desenvolvimento (P&D),2,3595.03
Pindamonhangaba,,Guincheiro (Construção Civil),2,1225.94
Araçariguama,,Diretor Administrativo,2,4737.64
Pindamonhangaba,,Técnico Em Manutenção De Máquinas,2,2264.74
Itapetininga,,Desossador,2,941.45
Itapeva,,Diretor Comercial,2,8948.93
Piedade,,Diretor Administrativo,2,2978.75
Americana,,Técnico Em Laboratório De Farmácia,2,5059.4
Itapetininga,,Supervisor De Vendas Comercial,2,11406.14
Piedade,,Diretor De Serviços De Saúde,2,5273.8
Piedade,,Consultor Jurídico,2,5160.72
Araçariguama,,Agente De Defesa Ambiental,2,5460.96
Piedade,,Caldeireiro (Chapas De Ferro E Aço),2,2436.57
Charqueada,,Caldeireiro (Chapas De Ferro E Aço),2,550
Cerquilho,,Professor De Língua Portuguesa Do Ensino Fundamental,2,871.47
Cerquilho,,Contador,2,9174.92
Cerquilho,,Médico Veterinário,2,8984.19
Americana,,Arquiteto De Edificações,2,6951.74
Itapeva,,Gerente De Almoxarifado,2,2353.39
Cerquilho,,Frentista,2,1445.09
Americana,,Gerente De Produtos Bancários,2,4685.76
Charqueada,,Auxiliar Em Saúde Bucal,2,1514.5
Americana,,Montador De Andaimes (Edificações),2,1500
Dourado,,Motorista De Caminhão (Rotas Regionais E Internacionais),2,2659.13
Cerquilho,,Auxiliar De Laboratório De Análises Clínicas,2,1716.48
Americana,,Técnico Em Administração,2,2687.7
Americana,,"Supervisor De Operação De Fluidos (Distribuição, Captação, Tratamento De Água, Gases, Vapor)",2,2325.78
Americana,,"Supervisor Da Confecção De Artefatos De Tecidos, Couros E Afins",2,3471.36
Araçariguama,,Administrador,2,3777.47
Cerquilho,,Professor De Ciências Exatas E Naturais Do Ensino Fundamental,2,1664.18
Araçariguama,,Analista De Desenvolvimento De Sistemas,2,2651.16
Americana,,Técnico De Controle De Meio Ambiente,2,2487.3
Americana,,Recepcionista De Hotel,2,2744.8
Itapetininga,,Banhista De Animais Domésticos,2,505.63
Americana,,Motofretista,2,2086.05
Americana,,Gesseiro,2,1793.96
Araçoiaba da Serra,,Secretário - Executivo,2,3126.9
Araçatuba,,Analista De Recursos Humanos,2,3470.6
Dourado,,Técnico De Enfermagem,2,1567.43
Araçariguama,,Supervisor De Almoxarifado,2,2982.2
Americana,,Revisor De Fios (Produção Têxtil),2,1404.18
Americana,,Cumim,2,1650.65
Araçoiaba da Serra,,Vendedor De Comércio Varejista,2,3193.82
Araçatuba,,Instalador De Tubulações,2,3772.69
Araçariguama,,Açougueiro,2,1476.38
Dourado,,Coordenador Pedagógico,2,5776.42
Araçariguama,,Apontador De Produção,2,1183.77
Americana,,"Bordador, À Máquina",2,1677.43
Araçatuba,,"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)",2,3404.51
Cerquilho,,Médico Ginecologista E Obstetra,2,5513.56
Americana,,Cobrador Interno,2,513.37
Cerquilho,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),2,0
Araçatuba,,Operador De Projetor Cinematográfico,2,1958.98
Itupeva,,Operador De Estação De Tratamento De Água E Efluentes,2,1312.47
Araçatuba,,Operador De Máquinas De Construção Civil E Mineração,2,2063.51
Itupeva,,Técnico De Laboratório Industrial,2,423.43
Itu,,Técnico De Manutenção Elétrica,2,1357.67
Itupeva,,Coletor De Resíduos Sólidos De Serviços De Saúde,2,1776.08
Itupeva,,Gerente Comercial,2,1737.09
Itu,,Recepcionista De Consultório Médico Ou Dentário,2,1216.04
Itupeva,,Churrasqueiro,2,911.11
Araçatuba,,Biomédico,2,2069.45
Itu,,Criador De Bovinos (Leite),2,2341.15
Porto Feliz,,Supervisor De Vendas Comercial,2,8830.31
Itapeva,,Classificador De Madeira,2,1326.08
Porto Feliz,,Médico Veterinário,2,6966.9
Itapeva,,Trabalhador Da Elaboração De Pré-Fabricados (Cimento Amianto),2,1732.68
Ibiúna,,Gerente De Loja E Supermercado,2,3592.78
Itu,,Auxiliar De Faturamento,2,1866.99
Porto Feliz,,Supervisor De Vigilantes,2,4077.49
Porto Feliz,,Técnico De Apoio Em Pesquisa E Desenvolvimento (Exceto Agropecuário E Florestal),2,6479.27
Porto Feliz,,Analista De Planejamento De Manutenção,2,2514.09
Itupeva,,Soldador,2,1934.04
Porto Feliz,,Biólogo,2,3653.7
Araçatuba,,Copeiro,2,1403.93
Porto Feliz,,Professor De Artes Do Espetáculo No Ensino Superior,2,2849.41
Itupeva,,Analista De Pesquisa De Mercado,2,2710.97
Itu,,Analista De Suporte Computacional,2,2695.9
Itu,,"Macheiro, A  Máquina",2,2805.52
Araçatuba,,Trabalhador No Cultivo De Flores Em Vaso,2,1358.87
Porto Feliz,,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,2,2047.7
Araçatuba,,Operador De Atendimento Aeroviário,2,943.34
Itu,,Médico Endocrinologista E Metabologista,2,3362.5
Araçatuba,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,1620.48
Araçatuba,,Operador De Colhedor Florestal,2,1215.82
Itapetininga,,Encanador,2,1585.9
Itupeva,,Técnico De Obras Civis,2,3474.16
Araçatuba,,Engenheiro Eletricista,2,11476.99
Macatuba,,Consultor Jurídico,2,6660.72
Itu,,Mestre (Indústria De Automotores E Material De Transportes),2,2942.9
Itu,,Médico Pediatra,2,5764.35
Porto Feliz,,Cumim,2,1686.83
Itapetininga,,Confeccionador De Pneumáticos,2,1508.63
Itu,,Supervisor De Tesouraria,2,4540.7
Itu,,Costureira De Peças Sob Encomenda,2,1497.55
Itupeva,,Médico Ortopedista E Traumatologista,2,8305.47
Itu,,Agente De Segurança,2,5519.18
Itapetininga,,Operador De Draga,2,2141.62
Itu,,Médico Oftalmologista,2,5379.77
Macatuba,,Supervisor De Exploração Agrícola,2,6056.2
Itu,,Técnico Agrícola,2,4770.7
Macatuba,,Técnico Em Farmácia,2,2779.68
Itupeva,,Açougueiro,2,1629.12
Itupeva,,Médico Do Trabalho,2,8388.15
Macatuba,,Assentador De Canalização (Edificações),2,1570.68
Itu,,Carpinteiro,2,2211.03
Itu,,Analista De Logistica,2,3665.03
Itu,,Psicólogo Educacional,2,3874.61
Itupeva,,Sepultador,2,3142.69
Ibiúna,,Marceneiro,2,2084.1
Itu,,Agente De Defesa Ambiental,2,3055.1
Itupeva,,Professor De Serviço Social Do Ensino Superior,2,6675.74
Itu,,Serralheiro,2,2689.13
Itupeva,,Operador Eletromecânico,2,4426.18
Itupeva,,Médico Oftalmologista,2,8888.33
Itupeva,,Balanceiro,2,2261.53
Itu,,Diretor De Tecnologia Da Informação,2,43424.04
Boituva,,Eletricista De Instalações,2,4844.98
Boituva,,Dirigente Do Serviço Público Federal,2,5471.47
Boituva,,Gerente Administrativo,2,3401
Itu,,Analista De Redes E De Comunicação De Dados,2,2272.85
Itupeva,,Cumim,2,1838.25
Itupeva,,Analista Financeiro (Instituições Financeiras),2,2275.51
Ibiúna,,Lavador De Veículos,2,2402.78
Porto Feliz,,Técnico Em Manutenção De Equipamentos De Informática,2,2312.93
Ibiúna,,Assessor De Imprensa,2,3132.64
Porto Feliz,,Operador De Acabamento De Peças Fundidas,2,2003.68
Itupeva,,Mecânico De Manutenção E Instalação De Aparelhos De Climatização E  Refrigeração,2,818.67
Itapetininga,,Analista De Recursos Humanos,2,5256.82
Porto Feliz,,Operador De Máquina De Moldar Automatizada,2,2960.74
Porto Feliz,,Gerente De Projetos E Serviços De Manutenção,2,5228.81
Itupeva,,Desenhista Projetista De Eletricidade,2,1769.28
Porto Feliz,,Advogado,2,5012.65
Itu,,Atendente De Lanchonete,2,1089.7
Boituva,,Assistente De Laboratório Industrial,2,2902.89
Boituva,,Operador De Centro De Usinagem Com Comando Numérico,2,3262.62
Porto Feliz,,Gerente De Recursos Humanos,2,6952.1
Itapetininga,,Cirurgião Dentista - Endodontista,2,3577
Ibiúna,,Agente De Segurança,2,3335.8
Itu,,Supervisor Administrativo,2,2414.51
Itu,,Padeiro,2,1052.78
Itu,,Gerente Comercial,2,4615.34
Americana,,Diretor Administrativo E Financeiro,2,13150.46
Americana,,Padeiro,2,1178.4
Itupeva,,Tingidor De Roupas,2,513.34
Boituva,,Comprador,2,1262.84
Americana,,Técnico Mecânico Na Fabricação De Ferramentas,2,550
Itu,,Diretor Administrativo E Financeiro,2,12657.6
Itu,,Procurador Do Município,2,9183.81
Americana,,Estampador De Tecido,2,1765.21
Americana,,Acabador De Embalagens (Flexíveis E Cartotécnicas),2,1087.39
Ibiúna,,Diretor De Serviços De Saúde,2,5537.16
Araçariguama,,Almoxarife,2,1197.56
Americana,,Auxiliar De Prótese Dentária,2,1491.41
Americana,,Técnico Em Nutrição E Dietética,2,1273.2
Americana,,Operador De Telemarketing Ativo E Receptivo,2,1197.6
Araçariguama,,Tecnólogo Em Logística De Transporte,2,1816.39
Cerquilho,,Gerente De Departamento Pessoal,2,5780.13
Cerquilho,,Enfermeiro,2,6864.67
Cerquilho,,Nutricionista,2,4581.82
Cerquilho,,Técnico De Saneamento,2,3484.23
Cabreúva,,Pintor De Obras,2,1773
Charqueada,,Agente De Trânsito,2,2532.69
Cerquilho,,Gerente De Restaurante,2,2338.18
Cerquilho,,Técnico Químico,2,4783.06
Americana,,Economista Financeiro,2,1787.27
Americana,,Técnico Em Manutenção De Equipamentos De Informática,2,2082.26
Cabreúva,,Auditor (Contadores E Afins),2,7863.8
Cerquilho,,Telefonista,2,1838.36
Cerquilho,,Auxiliar De Pessoal,2,2780.64
Cabreúva,,"Operador De Extrusora (Química, Petroquímica E Afins)",2,2213.24
Cerquilho,,Operador De Computador,2,3109.58
Cerquilho,,Moldador De Plástico Por Injeção,2,1723.64
Cerquilho,,Chefe De Cozinha,2,2408.78
Americana,,Técnico De Laboratório Industrial,2,2636.99
Boituva,,Arquivista De Documentos,2,900
Cabreúva,,Estoquista,2,1610.59
Cerquilho,,Professor De Língua Portuguesa,2,2289.26
Boituva,,Magarefe,2,1470.28
Charqueada,,Zelador De Edifício,2,1834.67
Cerquilho,,Terapeuta Ocupacional,2,3132.78
Cerquilho,,Atendente De Agência,2,1633.11
Cabreúva,,Operador De Caixa,2,1477.49
Americana,,Gerente De Projetos E Serviços De Manutenção,2,3785.34
Cerquilho,,Operador De Máquina De Costura De Acabamento,2,1151.33
Charqueada,,Operador De Máquinas Florestais Estáticas,2,1361.34
Cerquilho,,Professor De Geografia Do Ensino Fundamental,2,1360.48
Cerquilho,,Gerente Administrativo,2,3323.59
Americana,,Operador De Forno De Tratamento Térmico De Metais,2,2487.71
Boituva,,Mestre (Construção Civil),2,1641.07
Boituva,,Frentista,2,1899.72
Cabreúva,,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),2,457.86
Piedade,,Médico Ortopedista E Traumatologista,2,9029.48
Pindamonhangaba,,Instrutor De Aprendizagem E Treinamento Industrial,2,6193.95
Piedade,,Contador,2,7665.6
Araçariguama,,Fiscal De Tributos Municipal,2,3533.91
Araçariguama,,Diretor De Suprimentos No Serviço Público,2,3544.9
Piedade,,Visitador Sanitário,2,2422.65
Piedade,,Eletricista De Instalações (Edifícios),2,2357.71
Piedade,,Agente De Trânsito,2,2000.07
Pindamonhangaba,,Farmacêutico,2,2774.16
Ibiúna,,Médico Cirurgião Do Aparelho Digestivo,2,10932.72
Pindamonhangaba,,Técnico Mecânico,2,1711.67
Pindamonhangaba,,Trabalhador Da Elaboração De Pré-Fabricados (Concreto Armado),2,1957.36
Piedade,,Jardineiro,2,1314.61
Boituva,,Contínuo,2,3642.46
Pindamonhangaba,,Frentista,2,1856.81
Pindamonhangaba,,Tratorista Agrícola,2,1453.93
Piedade,,Alimentador De Linha De Produção,2,762.2
Boituva,,Técnico Em Segurança Do Trabalho,2,3728.36
Araçariguama,,Médico Veterinário,2,7124.68
Boituva,,Desenhista Projetista De Eletricidade,2,3932.44
Ibiúna,,Mecânico De Manutenção De Máquinas De Construção E Terraplenagem,2,6206.73
Boituva,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",2,4028.6
Araçariguama,,Socorrista (Exceto Médicos E Enfermeiros),2,0
Pindamonhangaba,,Técnico Em Segurança Do Trabalho,2,2096.14
Pindamonhangaba,,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),2,448.1
Araçoiaba da Serra,,Médico Pediatra,2,7412.11
Araçoiaba da Serra,,Mecânico De Veículos Automotores A Diesel (Exceto Tratores),2,4247.81
Araçatuba,,Gerente De Vendas,2,6226.61
Itapeva,,Diretor Financeiro,2,9004.62
Ibiúna,,Operador De Caixa,2,1087.47
Araçoiaba da Serra,,Encanador,2,1401.14
Ibiúna,,Tratorista Agrícola,2,3567.78
