nome_municipio,nome_profissao,total_trabalhadores,salario_medio
Itapeva,Operador De Telemarketing Receptivo,1,2725.83
Itapeva,Comerciante Atacadista,1,2297.5
Ibiúna,Gerente De Câmbio E Comércio Exterior,1,2566.66
Itapetininga,Técnico Em Fotônica,1,2402.26
Itapeva,Técnico Em Óptica E Optometria,1,2902.46
Americana,Desenvolvedor De Multimídia,1,4306.97
Ibiúna,Montador De Equipamentos Elétricos (Instrumentos De Medição),1,2117.82
Ibiúna,Garagista,1,2339.15
Itapetininga,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),1,2703.84
Itapeva,Mestre (Indústria De Borracha E Plástico),1,2132.92
Itapetininga,Operador De Controle Mestre,1,2774.69
Ibiúna,Supervisor De Tesouraria,1,2859.94
Americana,Técnico Em Fotônica,1,6119.49
Americana,Tecnólogo Em Eletricidade,1,5670.32
Itapetininga,Oficial Do Registro Civil De Pessoas Naturais,1,2195.55
Itapeva,Analista De Folha De Pagamento,1,1977.86
Araçariguama,Analista De Folha De Pagamento,1,2891.1
Araçariguama,Médico Infectologista,1,4919.16
Itapetininga,Operador De Prensa De Embutir Papelão,1,2359.29
Americana,Visitador Sanitário,1,3892.98
Itapetininga,Agente De Microcrédito,1,3240.98
Americana,Bombeiro Civil,1,2881.83
Americana,Operador De Guindaste Móvel,1,4400.42
Americana,Gerente De Crédito Imobiliário,1,4149.02
Itapeva,Diretor De Serviços Sociais,1,2372.66
Itapeva,Técnico Em Gravação De Áudio,1,5017.38
Americana,Operador De Máquina Cortadora (Minas E Pedreiras),1,4474.58
Ibiúna,Diretor De Operações De Obras Pública E Civil,1,3242.15
Araçariguama,Moleiro (Tratamentos Químicos E Afins),1,3826.86
Araçariguama,Supervisor De Ensino,1,3450.15
Itapeva,Analista De Planejamento E Orçamento - Apo,1,3097.26
Itapeva,Economista Financeiro,1,3066.27
Araçariguama,Agente Funerário,1,3845.6
Araçariguama,Assessor De Imprensa,1,3733.2
Itapetininga,Tecnólogo Em Eletrônica,1,1786.58
Itapetininga,Governanta De Hotelaria,1,2770.58
Araçariguama,Técnico De Controle De Meio Ambiente,1,3714.68
Itapeva,Técnico Em Hemoterapia,1,2420.2
Araçariguama,Diretor De Serviços Culturais,1,3944.46
Itapeva,Técnico Em Laboratório De Farmácia,1,2781.31
Americana,Emissor De Passagens,1,4185.22
Americana,Marinheiro De Convés (Marítimo E Fluviário),1,4166.67
Itapeva,Professor De Fisioterapia,1,2068.12
Araçariguama,Afretador,1,5030.88
Itapetininga,Psicólogo Educacional,1,3310.88
Araçariguama,Supervisor De Contas A Pagar,1,3566.05
Americana,Processador De Fumo,1,3712.62
Itapetininga,"Operador De Forno (Fabricação De Pães, Biscoitos E Similares)",1,2629.12
Ibiúna,Enfermeiro Do Trabalho,1,3439.91
Americana,Mestre (Afiador De Ferramentas),1,3502.82
Americana,Operador De Carregadeira,1,3031.18
Ibiúna,Impressor De Ofsete (Plano E Rotativo),1,2641.49
Araçariguama,Analista De Planejamento E Orçamento - Apo,1,3385.64
Itapetininga,Supervisor De Montagem E Instalação Eletroeletrônica,1,2866.87
Americana,Técnico De Operações E Serviços Bancários - Câmbio,1,3585.31
Itapeva,Técnico Mecânico (Máquinas),1,3219.14
Americana,Técnico De Enfermagem De Terapia Intensiva,1,1983.99
Americana,Técnico Em Polissonografia,1,1883.11
Araçariguama,Operador De Guindaste Móvel,1,2609.72
Itapeva,Mestre De Usinagem,1,3745.24
Itapeva,Gerente De Turismo,1,2810.01
Americana,Instalador-Reparador De Redes E Cabos Telefônicos,1,2956.43
Ibiúna,Gerente De Serviços Culturais,1,3110.98
Itapeva,Instalador-Reparador De Redes E Cabos Telefônicos,1,3042.54
Itapeva,Técnico De Enfermagem Do Trabalho,1,2556.16
Araçariguama,Publicitário,1,2420.03
Ibiúna,Supervisor De Orçamento,1,3793.8
Araçariguama,Assistente Comercial De Seguros,1,5324.76
Araçariguama,Pintor De Veículos (Fabricação),1,2367.27
Americana,Administrador De Fundos E Carteiras De Investimento,1,2579.24
Americana,Operador De Equipamento De Secagem De Pintura,1,2810.17
Americana,Operador De Sonda De Percussão,1,2899.78
Araçariguama,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,1820.41
Itapeva,Fiscal De Atividades Urbanas,1,4323.98
Americana,Metrologista,1,3054.82
Itapeva,Trabalhador No Cultivo De Flores Em Vaso,1,6305.87
Americana,Trabalhador Na Fabricação De Produtos Abrasivos,1,2508.13
Itapetininga,Economista,1,4265.67
Ibiúna,Operador De Máquinas-Ferramenta Convencionais,1,4765.62
Ibiúna,Gerente De Comunicação,1,6029.59
Itapetininga,Gerente De Riscos,1,5376.86
Itapetininga,Médico Em Cirurgia Vascular,1,6780.57
Americana,Coordenador De Operações De Combate À Poluição No Meio Aquaviário,1,2518.01
Americana,Operador De Open-End,1,2268.79
Itapeva,"Trabalhador Na Olericultura (Raízes, Bulbos E Tubérculos)",1,4447.87
Itapeva,Administrador De Redes,1,8607.16
Itapetininga,Operador De Triagem E Transbordo,1,4202.1
Itapetininga,Gerente De Captação (Fundos E Investimentos Institucionais),1,9212.37
Ibiúna,Procurador Do Município,1,9583.66
Itapeva,Médico Infectologista,1,7673.89
Itapeva,Médico Neurologista,1,10087.55
Itapeva,Encarregado De Equipe De Conservação De Vias Permanentes (Exceto Trilhos),1,0
Itapetininga,Piloto Fluvial,1,666.66
Americana,Museólogo,1,1907.17
Itapeva,Mantenedor De Equipamentos De Parques De Diversões E Similares,1,0
Americana,Atleta Profissional De Luta,1,1438.23
Americana,Feirante,1,1421.42
Araçariguama,Auditor (Contadores E Afins),1,1765.47
Americana,Médico Infectologista,1,6139.34
Americana,Professor De Música No Ensino Superior,1,1916
Araçariguama,Sinaleiro (Ponte-Rolante),1,1555.95
Araçariguama,Tosador De Animais Domésticos,1,1521.7
Araçariguama,Engenheiro Mecânico,1,1670.59
Americana,Especialista Em Calibrações Metrológicas,1,1800
Americana,Ciclista Mensageiro,1,2148.08
Americana,Operador De Prensa De Embutir Papelão,1,2027.62
Araçariguama,Acabador De Calçados,1,1570.96
Americana,Bate-Folha A  Máquina,1,1511.99
Cabreúva,Agente Fiscal De Qualidade,1,15451.05
Americana,Operador De Filtro-Prensa (Tratamentos Químicos E Afins),1,1740.21
Americana,Operador De Chamuscadeira De Tecidos,1,1718.59
Cabreúva,Gerente De Departamento Pessoal,1,13515.92
Americana,"Produtor Agropecuário, Em Geral",1,1863.33
Americana,Operador De Trator (Minas E Pedreiras),1,2150
Americana,"Reparador De Rádio, Tv E Som",1,1336.11
Araçariguama,Inspetor De Alunos De Escola Privada,1,1671.44
Americana,Impressor De Rotativa,1,1487.76
Araçariguama,Atendente De Agência,1,1474.56
Araçariguama,Catador De Material Reciclável,1,1327.5
Americana,Operador De Painel De Controle,1,1533.02
Americana,Empregado Doméstico  Faxineiro,1,1380.11
Americana,Professor De Técnicas Comerciais E Secretariais,1,720.99
Americana,Monitor De Teleatendimento,1,1538.12
Cabreúva,Engenheiro Eletricista,1,14318.04
Araçariguama,Auxiliar De Processamento De Fumo,1,1132.96
Americana,Redator De Textos Técnicos,1,1283.56
Americana,Piloto De Competição Automobilística,1,11382.03
Americana,Trabalhador No Cultivo De Mudas,1,1848.77
Araçariguama,Mecânico De Manutenção De Instalações Mecânicas De Edifícios,1,2224.56
Cabreúva,Diretor Administrativo E Financeiro,1,36778.92
Porto Feliz,Técnico Gráfico,1,4705.83
Porto Feliz,Analista De Sistemas De Automação,1,9172.27
Porto Feliz,Engenheiro Mecatrônico,1,9005.88
Porto Feliz,Chefe De Contabilidade (Técnico),1,7132.95
Porto Feliz,Operador De Máquina De Eletroerosão,1,5258.8
Cabreúva,Operador De Banho Metálico De Vidro Por Flutuação,1,720.67
Porto Feliz,Técnico Em Pecuária,1,6027.78
Porto Feliz,Médico Dermatologista,1,5301.06
Porto Feliz,Montador De Instrumentos De Óptica,1,1867.82
Porto Feliz,Desenhista Projetista De Máquinas,1,3869.99
Porto Feliz,Detonador,1,4320.71
Porto Feliz,Técnico Em Administração,1,4109.31
Porto Feliz,Técnico Em Agrimensura,1,4189.83
Porto Feliz,Supervisor De Digitação E Operação,1,5234.42
Porto Feliz,Emendador De Cabos Elétricos E Telefônicos (Aéreos E Subterrâneos),1,2975.05
Porto Feliz,Analista De Gestão De Estoque,1,3477.38
Porto Feliz,Dirigente De Entidade De Trabalhadores,1,3426.9
Porto Feliz,Tecelão (Tear Mecânico De Maquineta),1,3491.79
Porto Feliz,Criador De Bovinos (Leite),1,3256.76
Porto Feliz,Atleta Profissional De Golfe,1,3067.59
Porto Feliz,"Passador De Roupas, À Mão",1,2228.44
Porto Feliz,Ouvidor,1,3299.08
Porto Feliz,Técnico Em Turismo,1,1765.91
Porto Feliz,Operador De Turismo,1,4004.88
Cabreúva,Moleiro De Minérios,1,1289.37
Porto Feliz,Operador De Máquinas De Usinar Madeira (Cnc),1,2102.53
Porto Feliz,"Supervisor De Fabricação De Produtos Cerâmicos, Porcelanatos E Afins",1,2210.32
Cabreúva,Passadeira De Peças Confeccionadas,1,1133.98
Porto Feliz,Eletrotécnico (Produção De Energia),1,2858.18
Porto Feliz,Gerente De Almoxarifado,1,2342.54
Porto Feliz,Técnico Em Administração De Comércio Exterior,1,2635.84
Cabreúva,Cartazeiro,1,1231.89
Porto Feliz,Condutor De Processos Robotizados De Soldagem,1,2611.92
Porto Feliz,Auxiliar De Serviços Jurídicos,1,2792.91
Porto Feliz,Técnico Em Confecções Do Vestuário,1,2647.8
Porto Feliz,Professor De História No Ensino Médio,1,2026.97
Porto Feliz,"Cartonageiro, A Máquina",1,1647.82
Porto Feliz,Carpinteiro (Esquadrias),1,1499.88
Porto Feliz,Empregado  Doméstico  Nos Serviços Gerais,1,1587.75
Porto Feliz,Médico Do Trabalho,1,12040.24
Cabreúva,Corretor De Imóveis,1,1312.03
Cabreúva,Operador De Negócios,1,1329.5
Porto Feliz,Químico,1,14098.67
Itupeva,Terapeuta Ocupacional,1,2864.39
Cabreúva,Colchoeiro (Confecção De Colchões),1,1261.69
Itupeva,Professor De Dança,1,691.68
Itupeva,Lubrificador Industrial,1,0
Itupeva,Técnico Em Caldeiraria,1,4405.89
Itu,Operador De Montagem De Cilindros E Mancais,1,0
Cabreúva,Trabalhador No Cultivo De Flores E Folhagens De Corte,1,1896.76
Itupeva,Coletor De Lixo Domiciliar,1,0
Itupeva,Alvejador (Tecidos),1,566.05
Itupeva,Operador De Máquina De Lavar Fios E Tecidos,1,2415
Itu,Médico Hemoterapeuta,1,9317.18
Itu,Médico Homeopata,1,6150.4
Itupeva,Médico Otorrinolaringologista,1,7886.93
Itu,Supervisor De Entrevistadores E Recenseadores,1,7985.79
Itupeva,Técnico Gráfico,1,8518.55
Itupeva,Administrador De Banco De Dados,1,6766.81
Itupeva,Engenheiro De Minas,1,7386.29
Itupeva,Engenheiro Químico (Indústria Química),1,9860.22
Itupeva,Diretor De Marketing,1,5960
Itupeva,Diretor De Serviços De Saúde,1,6346.09
Cabreúva,Traçador De Pedras,1,1484.41
Itu,Analista De Testes De Tecnologia Da Informação,1,6314.64
Itu,Advogado (Direito Civil),1,6683.32
Cabreúva,"Ferramenteiro De Mandris, Calibradores E Outros Dispositivos",1,1841.55
Itu,"Corretor De Valores, Ativos Financeiros, Mercadorias E Derivativos",1,3924.67
Itupeva,Mecânico De Manutenção De Equipamento De Mineração,1,5849.82
Itupeva,Diretor De Manutenção,1,6023.19
Itupeva,Engenheiro De Manutenção De Telecomunicações,1,6924.4
Cabreúva,Montador De Equipamentos Eletrônicos (Computadores E Equipamentos Auxiliares),1,1727.61
Itupeva,Professor De Língua Portuguesa Do Ensino Fundamental,1,4677.46
Itu,Geógrafo,1,13688.97
Itupeva,Guardador De Veículos,1,3912.86
Cabreúva,Técnico Em Nutrição E Dietética,1,1671.47
Cabreúva,Impressor Tipográfico,1,1818.93
Itupeva,Condutor De Processos Robotizados De Soldagem,1,3177.31
Itu,Diretor De Instituição Educacional Pública,1,4084.41
Itu,Desenhista Técnico (Ilustrações Técnicas),1,1726.03
Itu,Impressor De Rotogravura,1,2354.31
Itu,Supervisor De Digitação E Operação,1,2941.51
Itupeva,Montador De Equipamentos Elétricos (Elevadores E Equipamentos Similares),1,2662.65
Itupeva,Vendedor  Permissionário,1,3299.95
Cabreúva,Mestre (Indústria De Madeira E Mobiliário),1,3558.5
Cabreúva,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,1,2799.2
Itu,Técnico Em Administração De Comércio Exterior,1,2736.38
Cabreúva,Técnico De Manutenção De Sistemas E Instrumentos,1,3120
Itu,Analista De Sistemas De Automação,1,3196.82
Itu,"Operador De Bobinadeira De Tiras A Quente, No Acabamento De Chapas E Metais",1,3137.01
Itupeva,Técnico Em Administração De Comércio Exterior,1,2717.35
Itu,Técnico Gráfico,1,3649.07
Itupeva,Diretor De Mídia (Publicidade),1,3739.58
Cabreúva,Cortador De Vidro,1,1828.29
Cabreúva,"Macheiro, A  Máquina",1,2195.77
Cabreúva,"Moldador, A  Mão",1,2620.76
Itupeva,Trabalhador Da Pecuária (Eqüinos),1,3229.48
Itu,Cortador De Laminados De Madeira,1,2323.15
Itupeva,Planejista,1,2096.98
Itu,Despachante Documentalista,1,2373.87
Itu,Bilheteiro No Serviço De Diversões,1,2028.93
Cabreúva,Eletromecânico De Manutenção De Elevadores,1,2396.29
Itu,Projetista De Sistemas De Áudio,1,1945.87
Itu,Vendedor  Permissionário,1,2134.97
Cabreúva,Sommelier,1,2384.71
Itu,Condutor De Processos Robotizados De Pintura,1,2706.67
Itu,Operador De Bomba De Concreto,1,2143.77
Cabreúva,Técnico De Rede (Telecomunicações),1,2816.66
Itupeva,Instalador De Isolantes Térmicos (Refrigeração E Climatização),1,1847.57
Itupeva,Telhador (Telhas Metálicas),1,2476.96
Itu,Engenheiro Agrimensor,1,2469.96
Cabreúva,Professor De Sociologia No Ensino Médio,1,1925.93
Itupeva,Operador De Zincagem (Processo Eletrolítico),1,2218.31
Itupeva,Supervisor De Exploração Agropecuária,1,2236.5
Itupeva,Trabalhador No Cultivo De Trepadeiras Frutíferas,1,1942.89
Itu,Pesquisador Em História,1,1631.42
Itupeva,Escrivão Extra - Judicial,1,1911
Itu,"Cenotécnico (Cinema, Vídeo, Televisão, Teatro E Espetáculos)",1,1998.25
Itu,Cozinhador De Frutas E Legumes,1,1551.99
Cabreúva,Técnico Florestal,1,3348.09
Itupeva,Designer De Vitrines,1,1797.23
Cabreúva,Bibliotecário,1,4492.79
Cabreúva,Instrutor De Cursos Livres,1,3290.1
Cabreúva,Eletricista De Instalações (Cenários),1,3839.66
Itu,Desenhista Técnico (Artes Gráficas),1,1628.52
Cabreúva,Operador De Mandriladora Com Comando Numérico,1,3826.61
Itu,Emendador De Cabos Elétricos E Telefônicos (Aéreos E Subterrâneos),1,1505.97
Cabreúva,Chefe De Serviços Bancários,1,5306.04
Itu,Lavador De Peças,1,2130.35
Itu,Analista De Planejamento De Manutenção,1,2269.64
Cabreúva,Engenheiro Agrônomo,1,8268.26
Cabreúva,Gerente De Serviços Sociais,1,5166.07
Cabreúva,Engenheiro Químico,1,10964.01
Itupeva,Operador De Reator De Coque De Petróleo,1,1871.64
Cabreúva,Produtor Agrícola Polivalente,1,0
Cabreúva,"Moldador De Abrasivos Na Fabricação De Cerâmica, Vidro E Porcelana",1,1851.6
Cabreúva,Auxiliar De Veterinário,1,0
Itupeva,Acabador De Embalagens (Flexíveis E Cartotécnicas),1,1500.99
Itu,Impregnador De Madeira,1,1914.2
Itupeva,Mestre (Indústria Têxtil E De Confecções),1,2120.08
Itupeva,Abatedor,1,2068
Itu,Abatedor,1,1605
Itu,Analista De Crédito Rural,1,1968.77
Itu,Professor Da Área De Meio Ambiente,1,1651.37
Boituva,Coordenador De Operações De Combate À Poluição No Meio Aquaviário,1,16194.1
Porto Feliz,Tecnólogo Em Gestão Da Tecnologia Da Informação,1,1304.81
Itu,Costureiro De Roupa De Couro E Pele,1,1613.43
Itu,"Passador De Roupas, À Mão",1,1610.84
Itu,Carpinteiro (Telhados),1,1244.44
Americana,Operador De Aciaria (Dessulfuração De Gusa),1,1703.39
Itu,"Supervisor De Operação De Fluidos (Distribuição, Captação, Tratamento De Água, Gases, Vapor)",1,19602.74
Itupeva,Supervisor Técnico Operacional De Sistemas De Televisão E Produtoras De Vídeo,1,13101.38
Porto Feliz,Mecânico De Manutenção De Bombas,1,1888.01
Porto Feliz,Técnico Em Instalação De Equipamentos De Áudio,1,1557.4
Itu,Médico Urologista,1,11011.32
Boituva,Técnico Em Mecatrônica - Robótica,1,550
Boituva,Técnico De Desporto Individual E Coletivo (Exceto Futebol),1,925
Itu,Médico Psiquiatra,1,11843.12
Itu,Diretor De Produção E Operações Em Empresa Agropecuária,1,11921.62
Araçariguama,Instalador De Som E Acessórios De Veículos,1,1700
Araçariguama,"Limpador De Roupas A Seco, À Mão",1,1626.12
Itu,Filtrador De Cerveja,1,13219.28
Americana,Gerente De Produção E Operações  Aqüícolas,1,2007.69
Itupeva,Aromista,1,7271.27
Itupeva,Agenciador De Propaganda,1,550
Americana,Maquiador De Caracterização,1,1990.47
Araçariguama,Instalador De Sistemas Eletroeletrônicos De Segurança,1,1976.25
Itupeva,Mecânico De Manutenção De Máquinas Têxteis,1,642.01
Cerquilho,Comerciante Atacadista,1,0
Cerquilho,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",1,0
Dourado,Supervisor De Manutenção Eletromecânica (Utilidades),1,0
Cerquilho,Mestre De Fundição,1,0
Boituva,Supervisor De Ensino,1,11927.35
Cerquilho,Mecânico De Manutenção De Máquinas-Ferramentas (Usinagem De Metais),1,3217.11
Cerquilho,Bombeiro Civil,1,0
Dourado,Nutricionista,1,3976.81
Cerquilho,"Supervisor De Operação Elétrica (Geração, Transmissão E Distribuição De Energia Elétrica)",1,9250
Dourado,Engenheiro Agrônomo,1,10833
Dourado,Gerente De Departamento Pessoal,1,6324.84
Charqueada,Supervisor De Telemarketing E Atendimento,1,5679.4
Dourado,Instalador De Tubulações,1,6414.09
Charqueada,Mestre (Indústria De Máquinas E Outros Equipamentos Mecânicos),1,6933.22
Charqueada,"Operador De Sala De Controle De Instalações Químicas, Petroquímicas E Afins",1,4535.73
Cerquilho,Diretor De Operações De Serviços De Armazenamento,1,6526.94
Dourado,Médico Veterinário,1,7813.48
Cerquilho,"Reparador De Rádio, Tv E Som",1,5610.54
Charqueada,Supervisor De Exploração Agrícola,1,4756.12
Charqueada,Desenhista Técnico Mecânico,1,4067.56
Dourado,Técnico De Manutenção Elétrica,1,6172.08
Dourado,Supervisor De Compras,1,6676.2
Boituva,"Produtor Agropecuário, Em Geral",1,1515.93
Charqueada,Farmacêutico Hospitalar E Clínico,1,3952.09
Charqueada,Diretor De Planejamento Estratégico,1,1933.25
Dourado,Diretor De Planejamento Estratégico,1,4090.91
Charqueada,Nutricionista,1,3034.43
Dourado,Fonoaudiólogo Geral,1,3759.14
Charqueada,Fonoaudiólogo Geral,1,3226.74
Dourado,Operador De Preparação De Grãos Vegetais (Óleos E Gorduras),1,2057.98
Boituva,Montador De Equipamentos Elétricos (Centrais Elétricas),1,1530.26
Cerquilho,Auditor (Contadores E Afins),1,3694.88
Charqueada,Eletricista De Instalações,1,2953.38
Cerquilho,Operador De Processos Químicos E Petroquímicos,1,2765.39
Cerquilho,Tecnólogo Em Processos Químicos,1,4410.91
Charqueada,Pesquisador Em Biologia De Microorganismos E Parasitas,1,2890.38
Dourado,Supervisor De Exploração Agrícola,1,4076.56
Dourado,Cirurgião Dentista - Odontologia Para Pacientes Com Necessidades Especiais,1,2393.93
Cerquilho,Supervisor De Ensino,1,2109.08
Charqueada,Professor De Alunos Com Deficiência Múltipla,1,3106.88
Boituva,Governanta De Hotelaria,1,1616.69
Charqueada,Jornalista,1,3114.28
Charqueada,Dirigente Do Serviço Público Municipal,1,2554.53
Boituva,Mototaxista,1,1200
Dourado,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,2576.48
Boituva,Instalador-Reparador De Redes E Cabos Telefônicos,1,1487.58
Charqueada,Agente Fiscal De Qualidade,1,2413.06
Charqueada,Recreador,1,3227.46
Charqueada,Agente De Saúde Pública,1,3079.84
Dourado,Chefe De Portaria De Hotel,1,2722.34
Dourado,Supervisor De Lavanderia,1,1885.03
Charqueada,Escrevente,1,2296.73
Cerquilho,Decorador De Eventos,1,2512.98
Boituva,Avaliador Físico,1,1325
Cerquilho,Supervisor De Cobrança,1,3251.19
Boituva,Chaveiro,1,1080.97
Cerquilho,Mecânico De Refrigeração,1,2277.65
Charqueada,"Ferramenteiro De Mandris, Calibradores E Outros Dispositivos",1,2239.37
Cerquilho,Montador De Veículos (Reparação),1,2927.58
Cerquilho,Operador De Carregadeira,1,1780.59
Dourado,"Operador De Máquina De Usinagem Madeira, Em Geral",1,1947.14
Cerquilho,Lustrador De Peças De Madeira,1,2537.88
Cerquilho,Engenheiro Mecânico,1,2685.63
Charqueada,Condutor De Ambulância,1,2225.34
Charqueada,Fiscal De Tributos Estadual,1,2339.65
Charqueada,Técnico Em Petroquímica,1,4439.43
Cerquilho,Montador De Fotolito (Analógico E Digital),1,2277.98
Dourado,Auxiliar De Laboratório De Análises Físico-Químicas,1,2757.09
Cerquilho,Instalador-Reparador De Linhas E Aparelhos De Telecomunicações,1,1915.77
Boituva,"Examinador De Cabos, Linhas Elétricas E Telefônicas",1,1374.37
Charqueada,Psicólogo Social,1,1940.46
Cerquilho,Técnico Em Farmácia,1,1837.66
Cerquilho,Operador De Máquina Perfuratriz,1,2101.2
Cerquilho,Operador De Trator Florestal,1,2059.77
Cerquilho,Mototaxista,1,1489.55
Dourado,"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)",1,1749.66
Boituva,Afretador,1,1610.95
Charqueada,Auxiliar De Farmácia De Manipulação,1,2106.61
Boituva,Pizzaiolo,1,1692.62
Cerquilho,Operador De Linha De Montagem (Aparelhos Elétricos),1,1677.36
Boituva,Cilindreiro Na Preparação De Pasta Para Fabricação De Papel,1,1979.56
Boituva,Técnico De Comunicação De Dados,1,2020.72
Charqueada,Supervisor De Caixas E Bilheteiros (Exceto Caixa De Banco),1,1965.92
Cerquilho,Catador De Material Reciclável,1,1774.51
Boituva,Técnico Em Laboratório De Farmácia,1,2143.05
Cerquilho,Operador De Prensa De Material Reciclável,1,1513.64
Cerquilho,Operador De Sonda Rotativa,1,2200
Charqueada,Carpinteiro De Obras,1,2128.38
Dourado,Desenhista Técnico (Mobiliário),1,1286.63
Cerquilho,Operador De Máquina Rodoferroviária,1,1939.96
Cerquilho,Agente De Recrutamento E Seleção,1,1466.66
Dourado,Operador De Escavadeira,1,1732.87
Cerquilho,Técnico De Enfermagem De Terapia Intensiva,1,1160.71
Cerquilho,Confeccionador De Artefatos De Couro (Exceto Sapatos),1,1407.75
Charqueada,Gerente De Serviços Sociais,1,1650
Americana,Limpador De Fachadas,1,1672.17
Charqueada,Selecionador De Material Reciclável,1,1399.1
Dourado,Motorista De Ônibus Rodoviário,1,1600
Charqueada,Preparador De Estruturas Metálicas,1,1587.29
Cerquilho,Operador De Time De Montagem,1,1589.05
Boituva,Operador De Prensa De Material Reciclável,1,2351.47
Cerquilho,Pintor De Veículos (Fabricação),1,1530.88
Cerquilho,Técnico De Manutenção Eletrônica (Circuitos De Máquinas Com Comando Numérico),1,1525.05
Cerquilho,Psicólogo Do Trabalho,1,1112.67
Cerquilho,Trabalhador No Cultivo De Árvores Frutíferas,1,1874.68
Boituva,Soldador Elétrico,1,2428.12
Cerquilho,Professor De Educação Física No Ensino Médio,1,429.68
Boituva,Encarregado Geral De Operações De Conservação De Vias Permanentes (Exceto Trilhos),1,2847.48
Cerquilho,Despachante De Transportes Coletivos (Exceto Trem),1,1847.07
Boituva,Catador De Material Reciclável,1,1761.37
Cerquilho,Operador De Triagem E Transbordo,1,6509.2
Boituva,Representante Comercial Autônomo,1,1598.05
Boituva,Técnico Em Óptica E Optometria,1,2089.19
Cerquilho,Operador De Torno Com Comando Numérico,1,9872.84
Dourado,Gerente De Suprimentos,1,13968.38
Americana,Astrônomo,1,2086.62
Americana,Professor De Física (Ensino Superior),1,2005.03
Boituva,Avaliador De Imóveis,1,2873.86
Americana,Coletor De Resíduos Sólidos De Serviços De Saúde,1,2117.97
Americana,Citotécnico,1,1975.93
Americana,Despachante Aduaneiro,1,1781.13
Pindamonhangaba,Professor De Engenharia,1,1470.26
Pindamonhangaba,"Técnico De Operação (Química, Petroquímica E Afins)",1,0
Boituva,Supervisor De Exploração Pecuária,1,3806.79
Boituva,Supervisor De Cobrança,1,3436.54
Piedade,Engenheiro Mecânico Industrial,1,10185.17
Pindamonhangaba,Economista Agroindustrial,1,6867.71
Piedade,Técnico Agrícola,1,10450
Boituva,Economista,1,3194.43
Boituva,Serrador De Madeira,1,3389.74
Boituva,Operador De Equipamento De Secagem De Pintura,1,3097.66
Piedade,Arquiteto Urbanista,1,7098.05
Boituva,Professor De Técnicas De Enfermagem,1,3795.27
Piedade,Diretor De Operações De Serviços De Transporte,1,6007.05
Piedade,Diretor De Recursos Humanos,1,6061.66
Boituva,Administrador De Fundos E Carteiras De Investimento,1,4247.5
Boituva,Psicopedagogo,1,4217.94
Boituva,Assessor De Imprensa,1,3916.01
Pindamonhangaba,Economista Ambiental,1,3883.27
Boituva,Dirigente E Administrador De Organização Religiosa,1,4417.81
Boituva,Psicólogo Do Trabalho,1,4862.86
Boituva,Torneiro (Lavra De Pedra),1,4789.15
Pindamonhangaba,Chefe De Portaria De Hotel,1,6087.47
Boituva,Encarregado De Manutenção Elétrica De Veículos,1,4845.69
Pindamonhangaba,Estenotipista,1,2300.9
Piedade,Enfermeiro Auditor,1,3802.32
Boituva,Técnico De Contabilidade,1,6398.49
Boituva,Agente De Defesa Ambiental,1,5738.5
Boituva,Médico Ortopedista E Traumatologista,1,5862.31
Boituva,Engenheiro Agrícola,1,8021.47
Boituva,Engenheiro Mecânico,1,0
Boituva,Operador De Instalação De Ar-Condicionado,1,3459.59
Boituva,Operador De Guindaste Móvel,1,2019.15
Piedade,Gerente De Serviços De Saúde,1,4566.59
Pindamonhangaba,Impressor Tipográfico,1,5457.94
Piedade,Técnico Agropecuário,1,5205.16
Piedade,Analista De Informações (Pesquisador De Informações De Rede),1,3528.16
Pindamonhangaba,Editor,1,2770.87
Piedade,Supervisor De Vendas De Serviços,1,3638.46
Piedade,Gerente De Hotel,1,3605.15
Piedade,Analista De Redes E De Comunicação De Dados,1,2716.91
Piedade,Supervisor De Logística,1,3391.99
Piedade,Especialista Em Ensaios Metrológicos,1,2244.11
Pindamonhangaba,Mecânico Montador De Motores De Explosão E Diesel,1,3062.5
Pindamonhangaba,Supervisor De Produção Na Mineração,1,3473.38
Piedade,Gerente De Instituição Educacional Da Área Privada,1,2591
Macatuba,Pesquisador Em Química,1,10649.55
Pindamonhangaba,Psicólogo Social,1,2524.58
Piedade,Músico Regente,1,2401.49
Piedade,Técnico De Imobilização Ortopédica,1,2757.76
Pindamonhangaba,Fisioterapeuta  Do Trabalho,1,2272.64
Pindamonhangaba,Corretor De Imóveis,1,2465.1
Piedade,Sushiman,1,2567.07
Pindamonhangaba,Montador De Instrumentos De Óptica,1,2195.1
Pindamonhangaba,Tecnólogo Em Gestão Da Tecnologia Da Informação,1,2192.24
Pindamonhangaba,Técnico De Manutenção De Sistemas E Instrumentos,1,4215.5
Piedade,Relações Públicas,1,1856.39
Macatuba,Chapeador,1,1416.92
Macatuba,Mecânico De Manutenção De Motocicletas,1,1514.69
Piedade,Operador De Acabamento De Peças Fundidas,1,1726.42
